legal_names,commercial_names,address_txt,registry_id,phone_number,website
Nordic Service Group Denmark Aps,,"Holbækvej 150, Jyderup, Sjælland, DK, 4450",2138008GCF8T3RXO8L77,45 59 20 90 10,nordicservicegroup.com
